标准关系编号,头标准实体编号,头实体标准名,头实体类型,关系类型,尾标准实体编号,尾实体标准名,尾实体类型,证据句,来源文档,来源页码,置信度,出现次数,抽取方法,复核状态,原始关系编号
SR0960,SE0176,蒙皮,结构部件,采用,SE0305,气动载荷,性能指标,蒙皮很厚，腹板较多，翼肋较少，蒙皮的气动载荷直接传递给腹板，再通过腹,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,118,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0460
SR0961,SE0176,蒙皮,结构部件,采用,SE0169,结构重量,结构部件,ACADO 的重量结构模块采用了部件级的工程梁模型法和双板层模型法 ，即将机翼的结构分解为梁、肋、蒙皮、增升装置等结构分别计算结构重量。,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,36,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0338
SR0962,SE0177,襟翼,结构部件,采用,SE0170,缝翼,结构部件,结构控制的飞机局部变形。如通过襟翼、缝翼等,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,2,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0564
SR0963,SE0430,计算流体力学,专业概念,采用,SE0401,CFD方法,研究方法,力的空天飞行器设计方案。通过计算流体力学(CFD)方法，对折叠构型和展开构型的空天飞行器在不同高度、不同马赫数、,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,1,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0083
SR0964,SE0430,计算流体力学,专业概念,采用,SE0254,升力,性能指标,17 组双翼，仍使用计算流体力学方法分别计算这些双翼的升力曲线、阻力曲,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,71,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0423
SR0965,SE0430,计算流体力学,专业概念,采用,SE0098,展开构型,气动布局,力的空天飞行器设计方案。通过计算流体力学(CFD)方法，对折叠构型和展开构型的空天飞行器在不同高度、不同马赫数、,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,1,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0088
SR0966,SE0430,计算流体力学,专业概念,采用,SE0102,折叠构型,气动布局,力的空天飞行器设计方案。通过计算流体力学(CFD)方法，对折叠构型和展开构型的空天飞行器在不同高度、不同马赫数、,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,1,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0086
SR0967,SE0430,计算流体力学,专业概念,采用,SE0337,阻力,性能指标,17 组双翼，仍使用计算流体力学方法分别计算这些双翼的升力曲线、阻力曲,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,71,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0424
SR0968,SE0430,计算流体力学,专业概念,采用,SE0350,马赫数,性能指标,力的空天飞行器设计方案。通过计算流体力学(CFD)方法，对折叠构型和展开构型的空天飞行器在不同高度、不同马赫数、,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,1,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0343
SR0969,SE0397,设计目标,专业概念,采用,SE0019,大展弦比飞机,飞行器对象,新的设计目标。最后，基于上述讨论结果，在现有大展弦比飞机常用的多梁式,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,119,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0222
SR0970,SE0397,设计目标,专业概念,采用,SE0266,展弦比,性能指标,新的设计目标。最后，基于上述讨论结果，在现有大展弦比飞机常用的多梁式,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,119,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0464
SR0971,SE0482,设计规律,专业概念,采用,SE0089,单翼构型,气动布局,展弦比平直机翼的设计规律，在单翼构型下采用0.4 左右梢根比的大展弦比梯,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,78,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0127
SR0972,SE0482,设计规律,专业概念,采用,SE0286,梢根比,性能指标,展弦比平直机翼的设计规律，在单翼构型下采用0.4 左右梢根比的大展弦比梯,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,78,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0131
SR0973,SE0327,诱导阻力,性能指标,采用,SE0254,升力,性能指标,子，减少诱导阻力。但很难通过改变机翼的梢根比来优化双翼的展向升力分,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,73,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0492
SR0974,SE0327,诱导阻力,性能指标,采用,SE0093,双翼,气动布局,子，减少诱导阻力。但很难通过改变机翼的梢根比来优化双翼的展向升力分,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,73,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0260
SR0975,SE0327,诱导阻力,性能指标,采用,SE0286,梢根比,性能指标,子，减少诱导阻力。但很难通过改变机翼的梢根比来优化双翼的展向升力分,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,73,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0259
SR0976,SE0327,诱导阻力,性能指标,采用,SE0337,阻力,性能指标,子，减少诱导阻力。但很难通过改变机翼的梢根比来优化双翼的展向升力分,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,73,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0487
SR0977,SE0329,起降翼展,专业概念,采用,SE0440,ACADO,项目/机构,体，扩展30%巡航翼展，同时缩减30%起降翼展。通过ACADO 计算得到此,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,138,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0116
SR0978,SE0329,起降翼展,专业概念,采用,SE0321,翼展,专业概念,对于大展弦比飞机来说，通过变体减小起降翼展，使飞机满足在航母、小型,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,39,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0481
SR0979,SE0030,跨域变构飞行器,飞行器对象,采用,SE0098,展开构型,气动布局,跨域变构飞行器变形方案设计及气动特性分析,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,1,0.92,1,规则抽取+标准实体映射+重复三元组去重,高置信通过,R0059
SR0980,SE0030,跨域变构飞行器,飞行器对象,采用,SE0102,折叠构型,气动布局,跨域变构飞行器变形方案设计及气动特性分析,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,1,0.92,1,规则抽取+标准实体映射+重复三元组去重,高置信通过,R0058
SR0981,SE0379,跨域飞行,任务场景,采用,SE0096,变构型技术,气动布局,(4)在跨域飞行过程中，通过变构型技术将两,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,6,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0318
SR0982,SE0379,跨域飞行,任务场景,采用,SE0060,变构技术,变形方式,在大攻角下实现稳定飞行。展开构型在低马赫数下呈现出高升阻比特性，利于低空滑翔。在跨域飞行中，通过变构技术将两,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,1,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0091
SR0983,SE0332,载荷,性能指标,采用,SE0046,单-双折叠翼,变形方式,飞机的翼载荷无需改变。若在现有的飞行器基础上，通过单-双折叠翼变体扩,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,123,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0470
SR0984,SE0111,连接翼布局,气动布局,采用,SE0440,ACADO,项目/机构,常规单翼布局和连接翼布局设计了3 架飞机，如图 7.7 所示。通过ACADO 计,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,135,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0104
SR0985,SE0337,阻力,性能指标,采用,SE0249,减小阻力,性能指标,翼的阻力产生的弯矩和扭矩，这部分变形可以通过气动优化减小阻力来改善。,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,116,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0457
SR0986,SE0337,阻力,性能指标,采用,SE0254,升力,性能指标,子，减少诱导阻力。但很难通过改变机翼的梢根比来优化双翼的展向升力分,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,73,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0491
SR0987,SE0337,阻力,性能指标,采用,SE0093,双翼,气动布局,子，减少诱导阻力。但很难通过改变机翼的梢根比来优化双翼的展向升力分,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,73,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0490
SR0988,SE0337,阻力,性能指标,采用,SE0258,后掠角,性能指标,降低激波阻力的需求，一般采用平直无后掠或近似平直的小后掠角设计。,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,126,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0531
SR0989,SE0337,阻力,性能指标,采用,SE0129,固定机翼,结构部件,在变体过程中，活动机翼的阻力通过连杆传递到固定机翼，会产生弯矩和,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,107,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0524
SR0990,SE0337,阻力,性能指标,采用,SE0286,梢根比,性能指标,子，减少诱导阻力。但很难通过改变机翼的梢根比来优化双翼的展向升力分,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,73,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0489
SR0991,SE0338,阻力系数,性能指标,采用,SE0337,阻力,性能指标,展开后所形成的单翼，通过计算得到6 组机翼的升力系数和阻力系数曲线，如,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,74,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0427
SR0992,SE0485,隐身能力,专业概念,采用,SE0052,变前掠,变形方式,高隐身能力等。此外，由于采用变前掠和折叠机,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,30,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0324
SR0993,SE0339,零升攻角,性能指标,采用,SE0254,升力,性能指标,对于二维翼型来说，通过零升攻角、升力线斜率和最大升力系数三个主要,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,71,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0513
SR0994,SE0339,零升攻角,性能指标,采用,SE0278,攻角,性能指标,对于二维翼型来说，通过零升攻角、升力线斜率和最大升力系数三个主要,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,71,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0511
SR0995,SE0339,零升攻角,性能指标,采用,SE0281,最大升力系数,性能指标,对于二维翼型来说，通过零升攻角、升力线斜率和最大升力系数三个主要,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,71,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0273
SR0996,SE0341,非定常气动力,性能指标,采用,SE0291,气动力,性能指标,稳定性。近些年来，基于机器学习的非定常气动力,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,12,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0563
SR0997,SE0343,飞行包线,专业概念,采用,SE0046,单-双折叠翼,变形方式,拓展飞行包线。根据不同使用需求，单-双折叠翼变体可以有多种应用方向：,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,122,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0226
SR0998,SE0238,飞行控制,控制方法,采用,SE0188,变体机构,机构/执行系统,若在设计中，通过飞行控制系统和飞行器气动设计的优化减少变体机构的,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,134,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0539
SR0999,SE0238,飞行控制,控制方法,采用,SE0304,气动设计,性能指标,若在设计中，通过飞行控制系统和飞行器气动设计的优化减少变体机构的,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,134,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0538
SR1000,SE0350,马赫数,性能指标,采用,SE0256,升阻比,性能指标,在大攻角下实现稳定飞行。展开构型在低马赫数下呈现出高升阻比特性，利于低空滑翔。在跨域飞行中，通过变构技术将两,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,1,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0347
SR1001,SE0350,马赫数,性能指标,采用,SE0352,高升阻比特性,性能指标,在大攻角下实现稳定飞行。展开构型在低马赫数下呈现出高升阻比特性，利于低空滑翔。在跨域飞行中，通过变构技术将两,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,1,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0346
SR1002,SE0352,高升阻比特性,性能指标,采用,SE0256,升阻比,性能指标,在大攻角下实现稳定飞行。展开构型在低马赫数下呈现出高升阻比特性，利于低空滑翔。在跨域飞行中，通过变构技术将两,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,1,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0345
SR1003,SE0382,高超声速,任务场景,采用,SE0043,偏转弹头,变形方式,高超声速飞行。因此，通过偏转弹头高效控制导,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,6,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0322
